rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
51,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,16,2013
52,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,16,2013
53,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,16,2013
54,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,16,2013
55,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,16,2013
56,Phil Dawson,2,2,100.0,49,0,0,1,1,0,4,4,1,0.0,0.0,0.1,FA,K,16,2013
57,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,16,2013
58,Rian Lindell,2,2,100.0,35,0,0,2,0,0,1,1,1,0.0,0.0,0.0,FA,K,16,2013
59,Rob Bironas,2,2,100.0,52,0,0,0,1,1,2,2,1,0.0,0.0,0.0,FA,K,16,2013
60,Sebastian Janikowski,2,2,100.0,42,0,1,0,1,0,1,1,1,0.0,0.0,20.0,FA,K,16,2013
61,Shaun Suisham,1,1,100.0,31,0,0,1,0,0,5,5,1,0.0,0.0,0.0,FA,K,16,2013
62,Shayne Graham,2,2,100.0,40,0,1,0,1,0,1,1,1,0.0,0.0,0.0,FA,K,16,2013
63,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,16,2013
64,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,16,2013
65,Jay Feely,3,3,100.0,46,0,1,1,1,0,0,0,1,0.0,0.0,0.0,FA,K,16,2013
66,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,16,2013
67,Billy Cundiff,2,2,100.0,27,0,2,0,0,0,1,1,1,0.0,0.0,0.0,FA,K,16,2013
68,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,16,2013
69,Dan Carpenter,4,4,100.0,45,0,3,0,1,0,1,1,1,0.0,0.0,0.2,FA,K,16,2013
70,David Akers,1,1,100.0,37,0,0,1,0,0,1,1,1,0.0,0.0,0.0,FA,K,16,2013
71,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,16,2013
72,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,16,2013
73,Josh Brown,3,3,100.0,52,0,0,0,2,1,2,2,1,0.0,0.0,0.0,FA,K,16,2013
74,Josh Scobee,1,1,100.0,36,0,0,1,0,0,1,1,1,0.0,0.0,0.0,FA,K,16,2013
75,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,16,2013
76,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,16,2013
77,Matt Bryant,1,1,100.0,35,0,0,1,0,0,3,3,1,0.0,0.0,1.1,FA,K,16,2013
78,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.5,LAC,K,16,2013
79,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,K,16,2013
80,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.3,DEN,K,16,2013
81,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,16,2013
82,Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,CHI,K,16,2013
83,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,16,2013
84,Caleb Sturgis,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,K,16,2013
85,Nick Novak,4,4,100.0,48,0,2,1,1,0,2,2,1,0.0,0.0,0.1,FA,K,16,2013
86,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,16,2013
87,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,16,2013
88,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,16,2013
89,Alex Henery,1,1,100.0,49,0,0,0,1,0,7,7,1,0.0,0.0,0.0,FA,K,16,2013
90,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,16,2013
91,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,16,2013
92,Blair Walsh,0,0,0.0,0,0,0,0,0,0,2,2,1,0.0,0.0,0.1,FA,K,16,2013
1,Stephen Gostkowski,4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,15.0,0.1,FA,K,17,2013
2,Matt Prater,2,2,100.0,54,0,0,1,0,1,4,4,1,12.0,12.0,52.8,ARI,K,17,2013
3,Dan Bailey,3,3,100.0,44,0,0,1,2,0,1,1,1,12.0,12.0,0.0,FA,K,17,2013
4,Mike Nugent,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,1.0,FA,K,17,2013
5,Justin Tucker,3,3,100.0,38,0,1,2,0,0,0,0,1,9.0,9.0,98.0,BAL,K,17,2013
6,Stephen Hauschka,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,K,17,2013
7,Mason Crosby,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,40.7,GB,K,17,2013
8,Nick Folk,2,3,66.7,35,0,1,1,0,0,2,2,1,8.0,8.0,81.8,NE,K,17,2013
9,Kai Forbath,2,2,100.0,49,0,0,1,1,0,0,0,1,7.0,7.0,3.0,LAR,K,17,2013
10,Ryan Succop,1,2,50.0,46,0,0,0,1,0,3,3,1,7.0,7.0,57.4,TB,K,17,2013
11,Randy Bullock,1,1,100.0,19,1,0,0,0,0,1,1,1,4.0,4.0,10.8,TEN,K,17,2013
12,Robbie Gould,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.5,SF,K,17,2013
13,Graham Gano,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,31.4,NYG,K,17,2013
14,Greg Zuerlein,1,1,100.0,36,0,0,1,0,0,0,0,1,3.0,3.0,74.2,DAL,K,17,2013
15,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,17,2013
16,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,17,2013
17,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,17,2013
18,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,17,2013
19,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,17,2013
20,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,17,2013
21,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,17,2013
22,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,17,2013
23,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,17,2013
24,Adam Vinatieri,3,3,100.0,39,0,2,1,0,0,3,3,1,0.0,0.0,0.2,FA,K,17,2013
25,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,17,2013
26,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,17,2013
27,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,17,2013
28,Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,17,2013
29,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,17,2013
30,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,17,2013
31,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,17,2013
32,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,17,2013
33,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,17,2013
34,Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,K,17,2013
35,Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,K,17,2013
36,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,17,2013
37,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,17,2013
38,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,17,2013
39,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,17,2013
40,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,17,2013
41,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,17,2013
42,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,17,2013
43,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,K,17,2013
44,Dominik Eberle,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,17,2013
45,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,K,17,2013
46,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,K,17,2013
47,JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,K,17,2013
48,Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,17,2013
49,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,K,17,2013
50,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,K,17,2013
51,Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,K,17,2013
52,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,K,17,2013
53,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,K,17,2013
54,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,17,2013
55,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,17,2013
56,Phil Dawson,3,4,75.0,56,0,1,0,1,1,2,2,1,0.0,0.0,0.1,FA,K,17,2013
57,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,K,17,2013
58,Rian Lindell,1,1,100.0,54,0,0,0,0,1,2,2,1,0.0,0.0,0.0,FA,K,17,2013
59,Rob Bironas,3,3,100.0,55,0,0,1,1,1,1,1,1,0.0,0.0,0.0,FA,K,17,2013
60,Sebastian Janikowski,0,1,0.0,0,0,0,0,0,0,2,2,1,0.0,0.0,20.0,FA,K,17,2013
61,Shaun Suisham,2,2,100.0,32,0,0,2,0,0,2,2,1,0.0,0.0,0.0,FA,K,17,2013
62,Shayne Graham,0,0,0.0,0,0,0,0,0,0,6,6,1,0.0,0.0,0.0,FA,K,17,2013
63,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,17,2013
64,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,17,2013
65,Jay Feely,2,4,50.0,49,0,0,0,2,0,2,2,1,0.0,0.0,0.0,FA,K,17,2013
66,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,K,17,2013
67,Billy Cundiff,0,0,0.0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,FA,K,17,2013
68,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,17,2013
69,Dan Carpenter,2,2,100.0,51,0,0,1,0,1,2,2,1,0.0,0.0,0.2,FA,K,17,2013
70,David Akers,2,2,100.0,53,0,1,0,0,1,1,1,1,0.0,0.0,0.0,FA,K,17,2013
71,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,17,2013
72,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,K,17,2013
73,Josh Brown,2,3,66.7,38,0,0,2,0,0,2,2,1,0.0,0.0,0.0,FA,K,17,2013
74,Josh Scobee,1,1,100.0,37,0,0,1,0,0,1,1,1,0.0,0.0,0.0,FA,K,17,2013
75,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,17,2013
76,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,K,17,2013
77,Matt Bryant,2,2,100.0,42,0,0,1,1,0,2,2,1,0.0,0.0,1.1,FA,K,17,2013
78,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.5,LAC,K,17,2013
79,Chris Boswell,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.0,PIT,K,17,2013
80,Brandon McManus,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,44.3,DEN,K,17,2013
81,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,K,17,2013
82,Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,CHI,K,17,2013
83,Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,K,17,2013
84,Caleb Sturgis,0,0,0.0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,FA,K,17,2013
85,Nick Novak,2,2,100.0,36,0,1,1,0,0,3,3,1,0.0,0.0,0.1,FA,K,17,2013
86,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,K,17,2013
87,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,K,17,2013
88,Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,17,2013
89,Alex Henery,1,1,100.0,47,0,0,0,1,0,3,3,1,0.0,0.0,0.0,FA,K,17,2013
90,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,K,17,2013
91,Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,K,17,2013
92,Blair Walsh,0,0,0.0,0,0,0,0,0,0,2,2,1,0.0,0.0,0.1,FA,K,17,2013
